"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ENLC","EnLink Midstream, LLC","17","3060601970","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","15.42","400307317.14","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","9.15","303913535.1","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","55.07","1184560325.88","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","8.9","2681903723.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","13.9","534859309.3","n/a","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, Inc.","25.48","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.62","0","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","24.78","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","74.17","13275100057.73","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","24.7816","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.65","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.62","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","24.8","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, Inc.","26.1","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","27.05","0","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","27.4035","0","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","26.75","56028945240.75","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","6.89","616913519.69","n/a","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","36.8","1575445793.6","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Holdings, Inc.","21.75","4070955786.75","n/a","2013","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","27.93","691907460.09","n/a","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","5.93","274366980.67","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","93.88","51694414502.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","4.63","1168929900.43","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","63.35","3223998380.75","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","75.2","4784704227.2","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","29.4842","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","26.27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","64.35","11116269450","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","25.68","6835117200","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","78.44","6320833097.52","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","129.76","15484953329.12","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQC","Equity Commonwealth","30.49","3827512634.24","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","26.9414","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQCO","Equity Commonwealth","25.73","0","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","74.73","6374237561.19","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","25.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","29.32","4215366247.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","61.03","22309889088.15","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.85","23446245.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","8.51","177682698.33","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EROS","Eros International PLC","17.2","996081549.6","n/a","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","44.4","1141827163.2","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","28.02","2608774192.08","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","206.67","13535820236.16","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","86.51","31637849883.61","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","71.9","2113596342.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"ETH","Ethan Allen Interiors Inc.","30.55","847674760.4","n/a","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"EURN","Euronav NV","8.05","1281632039.45","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","7.7101","65398610.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVER","EverBank Financial Corp.","19.41","2432546856.33","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.55","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVR","Evercore Partners Inc","53.2","2063570756.8","n/a","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","192.92","8081076174.08","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVRI","Everi Holdings Inc.","2.4","158512252.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","54","17129179944","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","15.6","1154874474","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVDY","Everyday Health, Inc.","10.45","349420171.65","n/a","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/evdy",
"EVGN","Evogene Ltd.","6.11","155481316.64","n/a","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVH","Evolent Health, Inc","23.23","1398678230.31","n/a","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EXAR","Exar Corporation","9.16","454103326.84","n/a","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","1.17","330848404.38","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXC","Exelon Corporation","32.5","29993352122.5","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","46.62","43024310029.26","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"EXPR","Express, Inc.","11.82","926760811.2","n/a","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","13.38","2685478378.62","n/a","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","16.97","596377558.5","n/a","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","74.82","9411557446.14","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","86.62","359182827417.62","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","12.96","2723166047.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.81","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","42.94","1554595680.7","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","154.92","6297742463.76","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","123.49","3810230478.83","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","9.4","1799286223.2","n/a","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"SFUN","Fanf Holdings Limited","3.59","1683683451.95","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"FPI","Farmland Partners Inc.","10.74","150763415.88","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FBK","FB Financial Corporation","21.25","490924980","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","62.85","1562621260.65","n/a","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","37.5","1522718512.5","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","41.67","436303026.45","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.9","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.92","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","27.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","147.35","10524667220.55","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","12.66","758755704.6","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","27.44","2829685159.28","n/a","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FPT","Federated Premier Intermediate Municipal Income Fund","13.54","94540666.96","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
"FMN","Federated Premier Municipal Income Fund","15.321","94773898.122","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","170.2","45232245114.4","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FCH","FelCor Lodging Trust Incorporated","6.42","887335703.28","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch",
"FCH^A","FelCor Lodging Trust Incorporated","24.5","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch^a",
"RACE","Ferrari N.V.","52.6","12908997057","n/a","2015","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/race",
"FGP","Ferrellgas Partners, L.P.","10.53","1023017562.45","n/a","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","13.45","1119421307.5","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCAM","Fiat Chrysler Automobiles N.V.","63.96","0","n/a","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcam",
"FCAU","Fiat Chrysler Automobiles N.V.","6.3","10697244345.9","n/a","2014","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","7.28","4032644222.88","n/a","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
